Brand,Year,Gender,Seller_Type,Transmission,Owner,Mileage,Engine_CC,Power_bhp,Price
Maruti,2019,Female,Dealer,Manual,Second Owner,26.4,2890,103.7,98756
Audi,2014,Male,Dealer,Manual,Third Owner,10.96,1916,62.1,1137916
BMW,2014,Female,Trustmark Dealer,Manual,Third Owner,19.68,2092,114,257535
Honda,2019,Male,Individual,Manual,Fourth & Above Owner,14.81,2444,102.7,656901
Hyundai,2008,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,10.37,2038,99.5,111242
Toyota,2003,Female,Dealer,Manual,Fourth & Above Owner,17.19,1758,107.5,195006
Ford,2017,Male,Individual,Automatic,Third Owner,12.17,2961,81,869324
Maruti,2017,Female,Trustmark Dealer,Manual,Second Owner,17.35,1948,93.8,908449
Ford,2004,Male,Trustmark Dealer,Manual,First Owner,18.14,3084,90.3,671808
Audi,2019,Male,Trustmark Dealer,Automatic,Second Owner,22.47,2628,89.7,822324
Hyundai,2022,Female,Dealer,Manual,First Owner,11.97,957,73.2,913464
Ford,2010,Male,Dealer,Manual,Second Owner,21.63,1707,58.9,394747
Maruti,2004,Female,Trustmark Dealer,Manual,Fourth & Above Owner,18.39,2328,81.6,180312
Hyundai,2021,Male,Dealer,Manual,Third Owner,22.12,1940,80.2,595889
Ford,2003,Male,Dealer,Manual,First Owner,16.27,2359,71.6,426840
Toyota,2011,Female,Trustmark Dealer,Manual,Second Owner,12.67,2907,111.3,716586
BMW,2001,Female,Trustmark Dealer,Manual,Third Owner,13.13,3248,60.7,764409
Hyundai,2012,Male,Individual,Automatic,First Owner,12.83,,,395505
BMW,2009,Female,Trustmark Dealer,Manual,First Owner,19.91,,119.2,811233
Hyundai,2008,Male,Individual,Automatic,Third Owner,23.91,2600,112.7,796242
Toyota,2009,Female,Individual,Automatic,Fourth & Above Owner,15.74,2003,120.4,2450985
BMW,2006,Female,Trustmark Dealer,Automatic,Third Owner,20.52,3323,75.2,477662
Honda,2003,Male,Dealer,Automatic,Fourth & Above Owner,11.91,1644,109.6,833977
Maruti,2018,Female,Individual,Automatic,Second Owner,18.72,2068,63.4,756001
Honda,2009,Male,Individual,Automatic,Second Owner,20.67,1437,83.1,792055
Ford,2002,Female,Individual,Automatic,Third Owner,12.21,1448,85.5,1103337
Toyota,2020,Male,Dealer,Manual,Fourth & Above Owner,,3060,75.6,698332
Honda,2018,Male,Dealer,Manual,Second Owner,20.86,2429,81,417911
Hyundai,2020,Male,Individual,Manual,Fourth & Above Owner,6.26,1789,77.7,266864
Ford,2001,Female,Dealer,Automatic,Fourth & Above Owner,23.34,1603,65.4,938381
Ford,2019,Male,Individual,Manual,Fourth & Above Owner,19.41,,111.4,707192
Honda,2009,Male,Individual,Automatic,Third Owner,20.87,1751,85.4,1101007
Honda,2001,Male,Dealer,Automatic,Fourth & Above Owner,16.35,3064,95,-8866
Toyota,2001,Male,Trustmark Dealer,Manual,Third Owner,11.11,819,94.1,873200
Maruti,2016,Male,Individual,Automatic,Second Owner,20.14,2581,91.4,521659
Honda,2015,Male,Individual,Automatic,Second Owner,17.67,1474,92.3,493944
Audi,2015,Male,Individual,Manual,First Owner,18.13,1538,82.4,370558
Honda,2013,Female,Individual,Automatic,First Owner,22.35,1356,125.5,869871
BMW,2006,Male,Individual,Manual,Second Owner,21.05,3044,109,784061
Hyundai,2020,Male,Dealer,Automatic,Fourth & Above Owner,25.68,1303,90.5,257285
Audi,2010,Male,Dealer,Automatic,Fourth & Above Owner,,2070,78.8,649476
Audi,2000,Female,Individual,Manual,Second Owner,15.24,1537,87,811834
BMW,2010,Male,Dealer,Manual,Second Owner,17.25,1591,100.4,653403
BMW,2022,Female,Trustmark Dealer,Manual,First Owner,19.66,2170,127.5,932352
Ford,2020,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,22.06,996,55.7,512988
Maruti,2003,Male,Dealer,Automatic,Second Owner,,1930,106.5,-76307
Hyundai,2006,Male,Dealer,Manual,First Owner,18.03,1543,118.2,656015
Toyota,2014,Male,Individual,Manual,First Owner,24.44,2436,52.8,654188
Audi,2017,Female,Individual,Manual,Fourth & Above Owner,17.04,1983,85.5,693356
Toyota,2011,Male,Trustmark Dealer,Automatic,First Owner,21.72,3269,63.4,932094
Honda,2016,Female,Dealer,Automatic,First Owner,,2430,,14261
Honda,2000,Female,Dealer,Manual,Third Owner,21.82,2751,81,528455
Toyota,2010,Female,Trustmark Dealer,Manual,Second Owner,14.76,2838,86.7,323203
Honda,2000,Female,Trustmark Dealer,Manual,Fourth & Above Owner,14.78,2136,79.7,237591
Maruti,2014,Female,Dealer,Automatic,Second Owner,18.08,3279,108,578310
BMW,2020,Male,Trustmark Dealer,Manual,Third Owner,11.87,1725,95.7,2431641
Honda,2009,Female,Dealer,Manual,Fourth & Above Owner,,1034,,690284
Ford,2006,Male,Trustmark Dealer,Manual,Second Owner,19.01,,94,393743
Honda,2001,Female,Trustmark Dealer,Automatic,First Owner,25.14,1278,104.3,556359
Hyundai,2009,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,19.61,3275,83.5,878969
Maruti,2003,Female,Individual,Manual,Third Owner,20.5,1465,132.5,804939
Hyundai,2011,Female,Individual,Automatic,First Owner,22.66,1923,59.1,434169
Hyundai,2018,Male,Individual,Manual,Third Owner,14.14,2187,46.9,414751
Ford,2010,Male,Trustmark Dealer,Manual,First Owner,17.34,1441,44.8,85055
Maruti,2007,Male,Individual,Manual,Second Owner,27.7,2316,38,471177
Maruti,2017,Male,Trustmark Dealer,Manual,Second Owner,17.68,1374,106.8,79263
Maruti,2010,Female,Individual,Automatic,Second Owner,22.47,2521,103.8,1220121
Maruti,2010,Male,Dealer,Manual,Third Owner,21.85,1818,,343465
Maruti,2012,Male,Trustmark Dealer,Manual,Fourth & Above Owner,12.09,2127,63.6,932694
Ford,2002,Male,Individual,Automatic,Second Owner,19.24,1199,108.6,1145432
Honda,2011,Female,Individual,Manual,Third Owner,18.59,1394,91.4,664860
Hyundai,2002,Male,Trustmark Dealer,Automatic,First Owner,19.32,2256,94.2,569996
Maruti,2009,Female,Trustmark Dealer,Manual,Second Owner,14.98,2395,105.6,203290
Audi,2016,Male,Trustmark Dealer,Manual,First Owner,13.53,916,71.1,448620
Honda,2021,Male,Trustmark Dealer,Manual,Second Owner,16.1,1182,154.7,1081190
Honda,2001,Male,Trustmark Dealer,Manual,First Owner,17.61,1658,123.3,705376
Hyundai,2016,Male,Trustmark Dealer,Automatic,Third Owner,22.74,2929,76.7,608504
Ford,2015,Female,Trustmark Dealer,Manual,Second Owner,25.27,2650,62.7,993637
Toyota,2001,Female,Dealer,Automatic,Third Owner,23.59,1631,87.8,808887
Toyota,2021,Female,Individual,Automatic,Third Owner,21.44,1672,94.6,555638
Honda,2019,Male,Dealer,Automatic,First Owner,13.98,2917,116.6,664877
BMW,2005,Male,Trustmark Dealer,Manual,Second Owner,16.36,1186,60.8,369580
BMW,2009,Female,Dealer,Automatic,Fourth & Above Owner,18.84,2806,97.1,431688
Hyundai,2009,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,15.47,3371,,538110
Toyota,2007,Female,Individual,Automatic,Third Owner,20.31,1096,100.9,767241
Honda,2000,Male,Individual,Manual,First Owner,20.88,3464,87.3,225791
Ford,2012,Female,Individual,Manual,First Owner,20.15,1518,138.4,622872
Toyota,2008,Female,Dealer,Automatic,First Owner,22.1,2398,51.3,483041
Honda,2021,Female,Individual,Automatic,Second Owner,14.38,3025,124.3,329721
Honda,2009,Male,Trustmark Dealer,Manual,Second Owner,21.73,2766,47.4,484653
Maruti,2014,Male,Individual,Automatic,First Owner,15.22,1982,56.8,-96421
Ford,2004,Male,Dealer,Automatic,Fourth & Above Owner,14.24,810,48.1,372723
Maruti,2021,Male,Individual,Automatic,Fourth & Above Owner,20.13,1584,96.3,270154
Hyundai,2015,Female,Individual,Manual,Second Owner,22.86,1210,60.7,516025
Maruti,2012,Male,Dealer,Automatic,First Owner,19.95,3454,56.3,-83937
Audi,2021,Female,Dealer,Automatic,Fourth & Above Owner,,3002,95.1,657268
Maruti,2019,Male,Dealer,Manual,Fourth & Above Owner,19.24,2029,101.3,872827
Audi,2017,Female,Trustmark Dealer,Automatic,Second Owner,18.55,1398,91,564811
Toyota,2010,Female,Individual,Manual,Second Owner,13.5,1623,85.9,749638
BMW,2008,Male,Trustmark Dealer,Manual,Fourth & Above Owner,13.03,3197,135.7,1338543
Honda,2015,Male,Trustmark Dealer,Manual,First Owner,17.68,1921,93.6,133614
Audi,2001,Female,Dealer,Automatic,Fourth & Above Owner,18.32,818,110.1,600507
Ford,2001,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,18.05,,,804114
Maruti,2011,Male,Individual,Automatic,First Owner,20.7,,62.6,202684
Audi,2007,Female,Dealer,Automatic,Second Owner,17.14,3404,103.7,460432
Ford,2008,Female,Trustmark Dealer,Automatic,First Owner,20.25,3292,73.6,525865
BMW,2011,Female,Individual,Automatic,First Owner,17.42,2745,87.7,1455422
BMW,2008,Male,Individual,Automatic,First Owner,25.29,1030,97.6,667011
Maruti,2009,Male,Individual,Automatic,First Owner,18.32,3472,41.5,28328
Hyundai,2001,Male,Trustmark Dealer,Manual,Second Owner,27.36,3206,49.8,-45855
Maruti,2015,Female,Dealer,Automatic,Fourth & Above Owner,19.41,843,112.7,819150
Toyota,2019,Female,Dealer,Automatic,Third Owner,17.15,3070,73.4,1345510
Audi,2006,Male,Individual,Manual,Second Owner,14.4,2088,74.6,515708
Honda,2001,Male,Dealer,Automatic,First Owner,12.23,3118,94.2,497754
Hyundai,2000,Male,Dealer,Manual,Fourth & Above Owner,14.03,3059,80.4,729232
Maruti,2018,Female,Dealer,Automatic,Fourth & Above Owner,14.48,2319,100.4,360511
Ford,2003,Male,Dealer,Automatic,First Owner,19.58,2210,88.7,-163246
Hyundai,2021,Male,Trustmark Dealer,Manual,Second Owner,15.9,,95,911179
Audi,2001,Female,Dealer,Manual,First Owner,18.75,1620,72.5,416045
Hyundai,2013,Female,Dealer,Automatic,Fourth & Above Owner,23.13,2919,94.8,915035
Audi,2001,Female,Trustmark Dealer,Manual,Fourth & Above Owner,17.65,3142,117.6,371704
Maruti,2014,Male,Dealer,Automatic,Second Owner,26.32,970,75.8,636534
Audi,2011,Female,Dealer,Automatic,Third Owner,13.3,1045,112.9,856450
Hyundai,2004,Male,Dealer,Automatic,First Owner,17.4,1964,88.7,921105
Ford,2019,Female,Individual,Automatic,Third Owner,15.84,2439,108.4,669897
BMW,2006,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,21.75,1416,93.2,654972
Hyundai,2020,Male,Dealer,Automatic,Third Owner,9.04,1039,89.2,785912
Audi,2009,Male,Trustmark Dealer,Manual,First Owner,12.23,2756,98.7,739251
BMW,2013,Male,Trustmark Dealer,Manual,First Owner,17.57,3158,120.3,212646
Audi,2013,Female,Dealer,Manual,Fourth & Above Owner,24.21,2239,95.9,218375
Ford,2004,Female,Trustmark Dealer,Automatic,Second Owner,18.9,1197,102,-32718
Audi,2017,Female,Individual,Manual,Second Owner,12.59,,80.8,829952
Maruti,2013,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,13.21,1722,129.3,481281
Honda,2001,Male,Dealer,Manual,First Owner,24.69,1591,106,846059
Hyundai,2011,Female,Dealer,Automatic,Second Owner,15.52,2706,91.9,721113
Honda,2021,Female,Individual,Automatic,Third Owner,14.23,2704,86.9,299272
Audi,2005,Female,Dealer,Automatic,Fourth & Above Owner,23.91,2869,114.4,563933
Ford,2003,Female,Individual,Automatic,Third Owner,22.04,1612,74.8,463553
Hyundai,2012,Male,Trustmark Dealer,Automatic,First Owner,23.1,1703,45.4,417233
Audi,2003,Male,Trustmark Dealer,Manual,Second Owner,14.2,2530,91.8,874586
BMW,2021,Female,Trustmark Dealer,Automatic,First Owner,11.9,1631,,1353223
Toyota,2013,Male,Dealer,Manual,Third Owner,18.53,2194,129.8,934861
Audi,2015,Male,Dealer,Automatic,First Owner,19.34,2766,87.3,591913
Honda,2003,Female,Individual,Automatic,First Owner,19.46,1844,,977852
Hyundai,2000,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,23.91,3354,103,1113871
Honda,2012,Female,Individual,Manual,Fourth & Above Owner,11.06,3007,,182289
Hyundai,2003,Male,Individual,Automatic,First Owner,21.44,1543,102.9,967456
Audi,2019,Male,Dealer,Manual,Fourth & Above Owner,13.61,1612,87.9,830905
Maruti,2017,Male,Trustmark Dealer,Automatic,First Owner,21.42,2379,115.3,956436
BMW,2005,Male,Individual,Manual,Third Owner,16.1,2175,108.1,843986
Audi,2002,Female,Trustmark Dealer,Manual,Fourth & Above Owner,14.74,3027,110.3,531681
Honda,2022,Female,Dealer,Manual,First Owner,15.56,2450,84.9,1209861
Toyota,2012,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,12.22,3060,138.1,701880
Toyota,2015,Female,Individual,Automatic,First Owner,18.16,1329,102.1,469702
Ford,2004,Female,Individual,Manual,Fourth & Above Owner,14.91,2218,96.2,751793
Hyundai,2003,Female,Trustmark Dealer,Automatic,Second Owner,21.15,2874,71,891719
Honda,2020,Female,Trustmark Dealer,Automatic,First Owner,20.56,1738,87.6,628428
Ford,2007,Male,Trustmark Dealer,Automatic,Second Owner,24.75,3285,92.9,717941
Honda,2018,Female,Individual,Manual,First Owner,19.47,1084,70.3,626510
Hyundai,2013,Male,Individual,Manual,Second Owner,20.08,2620,82.7,401977
Audi,2006,Male,Individual,Automatic,First Owner,23.6,1448,85.9,353453
Audi,2013,Female,Trustmark Dealer,Manual,Fourth & Above Owner,15.49,988,91.4,179155
Toyota,2005,Male,Individual,Automatic,Second Owner,12.05,2525,45.9,1055406
Audi,2011,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,18.8,2022,86.6,532975
Audi,2015,Male,Individual,Manual,First Owner,12.31,1925,80.6,-428273
Maruti,2016,Male,Individual,Manual,Fourth & Above Owner,27.82,1278,89.5,718960
Toyota,2012,Female,Trustmark Dealer,Automatic,First Owner,23.82,3450,115.9,712748
Ford,2022,Male,Dealer,Automatic,Fourth & Above Owner,26.66,2843,141.3,40030
BMW,2013,Female,Individual,Automatic,Second Owner,18.25,2825,,350281
Maruti,2006,Male,Dealer,Manual,First Owner,20.2,1316,59.1,337113
Ford,2013,Male,Individual,Manual,Fourth & Above Owner,16.16,2688,81.4,377320
Hyundai,2014,Female,Individual,Automatic,First Owner,21.53,2350,104.9,963833
Maruti,2011,Female,Individual,Automatic,First Owner,13.14,2340,102.1,555337
Ford,2016,Male,Trustmark Dealer,Manual,First Owner,7.83,3077,114.7,471830
Hyundai,2008,Female,Individual,Automatic,Third Owner,14.84,1937,87.6,936717
Toyota,2021,Female,Dealer,Manual,First Owner,12.18,2339,80.9,748604
BMW,2014,Female,Individual,Manual,Fourth & Above Owner,23.91,2548,133.8,77707
Hyundai,2011,Female,Individual,Automatic,Third Owner,25.26,833,91.5,415013
Audi,2001,Female,Individual,Automatic,Fourth & Above Owner,12.39,1095,64.6,696589
Honda,2004,Male,Trustmark Dealer,Manual,Third Owner,,3300,126.9,319833
Hyundai,2012,Female,Trustmark Dealer,Automatic,First Owner,21.81,2229,52.6,1208866
Hyundai,2019,Male,Dealer,Manual,Second Owner,11.72,,2.6,633864
BMW,2022,Male,Trustmark Dealer,Manual,Second Owner,16.44,2989,109.2,373987
Honda,2007,Male,Individual,Manual,First Owner,15.68,2787,112.8,263117
Audi,2013,Female,Trustmark Dealer,Automatic,Third Owner,20.99,1447,,878258
Ford,2014,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,13.08,2975,57.4,405641
Ford,2010,Female,Individual,Automatic,Second Owner,,2509,88.5,713977
Hyundai,2000,Female,Individual,Manual,First Owner,15.26,2347,83,254544
Honda,2020,Female,Trustmark Dealer,Manual,First Owner,19.89,1262,76.6,621059
Honda,2002,Male,Individual,Manual,Third Owner,17.13,3411,125.3,409234
Audi,2016,Female,Trustmark Dealer,Manual,Second Owner,15.86,2009,63.8,505382
BMW,2018,Male,Trustmark Dealer,Automatic,First Owner,17.15,1313,97.9,361116
Toyota,2013,Female,Individual,Automatic,Second Owner,26.14,800,119.9,907688
Ford,2021,Male,Dealer,Automatic,Fourth & Above Owner,16.33,2062,99.5,452699
BMW,2022,Male,Trustmark Dealer,Manual,First Owner,13.84,1878,121,556963
Maruti,2007,Female,Dealer,Manual,First Owner,20.33,2271,,571457
Ford,2012,Female,Dealer,Automatic,Fourth & Above Owner,17.43,1137,100.7,1083681
BMW,2019,Female,Trustmark Dealer,Manual,First Owner,12.34,1927,99.2,867093
Ford,2002,Male,Trustmark Dealer,Automatic,Third Owner,26.93,3192,105.3,837204
Toyota,2004,Female,Individual,Manual,Fourth & Above Owner,16.59,1776,80.4,126634
Maruti,2008,Male,Individual,Manual,Third Owner,16.49,1682,57.5,403082
Toyota,2005,Male,Dealer,Manual,Fourth & Above Owner,18.64,3045,113.9,956586
Audi,2021,Male,Dealer,Manual,Fourth & Above Owner,24.92,1837,119,248721
Maruti,2001,Female,Trustmark Dealer,Manual,Third Owner,11.28,2503,96.3,625204
Hyundai,2012,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,,1671,76.3,280422
BMW,2004,Female,Individual,Automatic,Second Owner,26.35,3389,51.1,310528
Maruti,2007,Female,Trustmark Dealer,Automatic,Third Owner,18.51,1256,92.1,1104236
Audi,2022,Male,Trustmark Dealer,Manual,Fourth & Above Owner,13.06,2349,56.3,815781
Audi,2000,Male,Dealer,Automatic,Third Owner,15.53,1165,52.8,894942
Toyota,2019,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,18.83,3248,89.5,835122
Ford,2011,Female,Dealer,Manual,Fourth & Above Owner,23.32,3421,70.9,558213
Maruti,2022,Male,Dealer,Manual,Second Owner,16.64,3329,98.6,392521
BMW,2010,Female,Individual,Automatic,Second Owner,,2957,86,479373
Maruti,2006,Male,Individual,Automatic,Second Owner,12.26,3253,74.8,542452
Honda,2014,Male,Dealer,Automatic,Fourth & Above Owner,12.23,3156,47.4,1132886
Ford,2021,Female,Trustmark Dealer,Automatic,Second Owner,16.07,959,68.7,199093
BMW,2010,Male,Trustmark Dealer,Automatic,Third Owner,23.75,1643,69.6,433902
BMW,2021,Male,Trustmark Dealer,Manual,Fourth & Above Owner,18.28,2902,59.4,326111
Hyundai,2015,Male,Dealer,Automatic,Third Owner,19.16,2799,81.8,916987
Toyota,2002,Female,Individual,Automatic,Second Owner,19.11,3103,61.3,1156136
Hyundai,2019,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,22.44,3381,85.9,692636
BMW,2013,Female,Dealer,Automatic,Third Owner,15.56,3269,96,717305
Ford,2002,Male,Individual,Automatic,First Owner,20.75,2438,69.3,627396
Maruti,2000,Female,Trustmark Dealer,Automatic,Third Owner,14.68,3111,100.6,731244
Maruti,2020,Male,Dealer,Manual,Fourth & Above Owner,25.93,,56,831947
Ford,2014,Male,Dealer,Manual,First Owner,14.8,1032,62.2,727692
BMW,2000,Male,Individual,Manual,Second Owner,14.47,1357,87.2,749650
Audi,2016,Male,Individual,Automatic,Second Owner,,2749,107.2,832624
Maruti,2001,Female,Trustmark Dealer,Automatic,Third Owner,18.32,2259,111.7,66517
Audi,2019,Male,Individual,Manual,Second Owner,19.31,1134,130.3,600603
Maruti,2005,Male,Dealer,Automatic,Third Owner,18.91,3251,80.6,691563
Maruti,2007,Female,Trustmark Dealer,Automatic,Third Owner,13.64,1055,86.8,724844
Toyota,2015,Male,Dealer,Automatic,Third Owner,24.45,1889,64.2,548734
Toyota,2018,Male,Dealer,Manual,Third Owner,21.57,1571,58.7,648225
Honda,2000,Female,Dealer,Manual,Fourth & Above Owner,23.44,1745,95.7,384028
Hyundai,2002,Male,Dealer,Manual,Fourth & Above Owner,15.89,1911,70.6,67547
Ford,2002,Female,Trustmark Dealer,Automatic,First Owner,,1110,120.8,894941
Ford,2004,Male,Dealer,Manual,First Owner,18.79,2394,53.4,259689
Ford,2011,Female,Individual,Manual,Second Owner,,2081,,551864
Honda,2011,Male,Dealer,Manual,Fourth & Above Owner,22.64,2381,64.9,375261
Toyota,2019,Female,Dealer,Automatic,First Owner,18.77,2976,69.5,1076103
BMW,2012,Female,Trustmark Dealer,Manual,Fourth & Above Owner,11.93,3173,103.5,576107
Audi,2019,Female,Trustmark Dealer,Manual,Fourth & Above Owner,25.12,1589,73.1,506863
Audi,2008,Male,Trustmark Dealer,Automatic,Second Owner,20.22,2864,77.1,824360
BMW,2006,Male,Individual,Manual,Second Owner,15.57,1141,,1246942
Honda,2003,Female,Dealer,Automatic,Third Owner,19.63,1802,,721707
BMW,2018,Male,Dealer,Automatic,Fourth & Above Owner,11.96,1637,74.6,486774
Ford,2021,Female,Individual,Manual,Third Owner,22.22,1427,91.3,808978
Hyundai,2018,Female,Individual,Manual,Third Owner,12.12,2072,85,128196
Maruti,2005,Male,Trustmark Dealer,Manual,Third Owner,17.12,1509,95.5,613929
Audi,2012,Female,Individual,Automatic,Fourth & Above Owner,18.98,1538,74.6,1198187
Toyota,2010,Male,Individual,Manual,Fourth & Above Owner,22.16,3024,85,647324
Toyota,2012,Female,Trustmark Dealer,Manual,Third Owner,18.43,2578,99.8,632333
Honda,2012,Male,Individual,Manual,Fourth & Above Owner,20.54,1745,68.4,606191
Toyota,2021,Female,Trustmark Dealer,Automatic,Third Owner,17.89,3204,117.2,481357
Ford,2019,Female,Dealer,Automatic,First Owner,17.87,1294,119.6,694347
Audi,2014,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,18.34,834,105.2,832582
BMW,2020,Male,Individual,Manual,Second Owner,17.24,2230,91.7,500454
Ford,2012,Male,Individual,Manual,Second Owner,11.25,2791,15.2,-147226
Honda,2021,Female,Trustmark Dealer,Automatic,Third Owner,14.93,1617,100.6,739685
Ford,2010,Female,Individual,Manual,First Owner,18.98,809,80.2,1239938
BMW,2018,Male,Dealer,Manual,Fourth & Above Owner,17,1785,83.8,487122
Hyundai,2007,Male,Trustmark Dealer,Automatic,Third Owner,17.38,,42.6,158651
Honda,2019,Male,Trustmark Dealer,Automatic,First Owner,16.71,3378,102.3,803224
Hyundai,2007,Male,Individual,Automatic,First Owner,14.55,2358,53.8,1123150
Maruti,2009,Male,Individual,Manual,Fourth & Above Owner,16.03,2942,93,758812
